date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:31:57	8798/8798	---M--	200	added ('OK')	image/jpeg	etag:%2282959dfd3e8cb053c9913e45d212f236%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/blog-thumb-3.jpg	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/blog-thumb-3.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:57	104763/104763	---M--	200	added ('OK')	image/jpeg	etag:%225b07bfa2010ca10f091d28880ff2a76b%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/blog-thumb-4.jpg	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/blog-thumb-4.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:57	62255/62255	---M--	200	added ('OK')	image/jpeg	etag:%2286dcae50c775cc1ae662b9217e9a2510%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/client-1.jpg	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/client-1.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:58	46029/46029	---M--	200	added ('OK')	image/jpeg	etag:%22facc63246a9da5fb80020f9b3112b7a2%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/client-2.jpg	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/client-2.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:58	45948/45948	---M--	200	added ('OK')	image/jpeg	etag:%2238081ccf4de616f873b6422cd2c62233%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/client-3.jpg	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/client-3.jpg	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:58	2101/2101	---M--	200	added ('OK')	image/png	etag:%2260fcda7ef17ab533ebd623d2ae706ce1%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-1.png	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-1.png	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:58	3596/3596	---M--	200	added ('OK')	image/png	etag:%220d3fd28c7ed5f833a079c6bf7a24b0bf%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-2.png	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-2.png	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:59	8673/8673	---M--	200	added ('OK')	image/png	etag:%228ddd3a432a8c9075470febcaf1a5b688%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-3.png	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-3.png	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:59	4809/4809	---M--	200	added ('OK')	image/png	etag:%2222da8567e1d92d0b90a5ebc1c87bf202%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-4.png	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-4.png	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
13:31:59	4087/4087	---M--	200	added ('OK')	image/png	etag:%22dca52d217d81f359117cc960ba1da8ee%22	https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-5.png	E:/Template/retail/retail_full/d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/assets/img/logo-5.png	(from https://d29u17ylf1ylz9.cloudfront.net/tienda-v4/tienda/index2.html)
